0,56,4864
0,119,4840
0,179,4824
0,238,4840
0,298,4880
0,361,4896
0,409,4944
0,472,4968
0,531,4936
0,591,4928
0,662,4896
0,785,4768
0,844,4856
0,904,4896
0,964,4904
0,1026,4904
0,1086,4904
0,1137,4968
0,1197,4992
0,1257,4960
0,1316,4968
0,1379,4976
0,1439,4984
0,1499,4928
0,1561,4928
0,1621,5008
0,1681,4992
0,1740,4984
0,1803,5008
0,1863,4976
0,1922,4992
0,1982,5056
0,2045,5088
0,2104,5040
0,2164,5024
0,2227,5048
0,2286,5008
0,2346,5040
0,2406,5112
0,2468,5056
0,2528,5016
0,2588,5112
0,2648,5104
0,2710,5080
0,2770,5136
0,2830,5152
0,2892,5128
0,2952,5144
0,3012,5168
0,3072,5144
0,3134,5168
0,3182,5296
0,3313,5144
0,3376,5160
0,3436,5152
0,3555,5128
0,3729,5232
0,3911,5240
0,3979,5160
0,4041,5112
0,4101,5136
0,4161,5136
0,4221,5144
0,4283,5160
0,4343,5176
0,4394,5192
0,4454,5224
0,4514,5240
0,4573,5264
0,4636,5280
0,4696,5288
0,4755,5304
0,4815,5320
0,4875,5336
0,4935,5336
0,4997,5352
0,5057,5368
0,5117,5384
0,5176,5408
0,5236,5440
0,5299,5464
0,5347,5472
0,5407,5480
0,5469,5504
0,5529,5544
0,5589,5560
0,5649,5560
0,5708,5576
0,5771,5592
0,5831,5624
0,5890,5664
0,5950,5688
0,6010,5704
0,6070,5728
0,6132,5768
0,6180,5792
0,6240,5800
0,6303,5808
0,6363,5832
0,6422,5856
0,6482,5888
0,6542,5928
0,6604,5952
0,6784,5984
0,6835,6304
0,6894,6272
0,6954,6312
0,7014,6368
0,7074,6384
0,7136,6384
0,7196,6352
0,7256,6312
0,7315,6280
0,7375,6256
0,7438,6248
0,7497,6264
0,7557,6248
0,7617,6200
0,7677,6152
0,7748,6112
0,7808,6096
0,7870,6072
0,7930,6032
0,7990,5992
0,8049,5960
0,8109,5944
0,8169,5912
0,8231,5880
0,8291,5848
0,8351,5808
0,8422,5784
0,8482,5752
0,8541,5728
0,8601,5696
0,8664,5664
0,8723,5640
0,8783,5600
0,8843,5568
0,8903,5536
0,8962,5528
0,9025,5512
0,9085,5480
0,9156,5448
0,9216,5432
0,9275,5408
0,9335,5392
0,9395,5376
0,9457,5352
0,9517,5328
0,9577,5296
0,9636,5288
0,9696,5272
0,9756,5248
0,9819,5224
0,9878,5200
0,9938,5184
0,10009,5168
0,10069,5144
0,10129,5120
0,10188,5104
0,10251,5088
0,10311,5080
0,10370,5064
0,10430,5048
0,10490,5032
0,10550,5016
0,10609,4992
0,10669,4976
0,10729,4968
0,10791,4944
0,10851,4920
0,10919,4912
0,10979,4904
0,11039,4888
0,11101,4864
0,11161,4856
0,11221,4840
0,11281,4832
0,11340,4824
0,11400,4800
0,11460,4792
0,11520,4776
0,11579,4768
0,11642,4760
0,11702,4744
0,11761,4736
0,11821,4720
0,11881,4712
0,11940,4696
0,12012,4680
0,12071,4672
0,12131,4664
0,12191,4664
0,12251,4640
0,12310,4632
0,12370,4632
0,12430,4616
0,12492,4608
0,12552,4600
0,12612,4584
0,12672,4584
0,12731,4576
0,12791,4560
0,12851,4552
0,12910,4552
0,12970,4544
0,13030,4536
0,13092,4528
0,13152,4528
0,13212,4512
0,13272,4512
0,13331,4504
0,13391,4496
0,13451,4488
0,13511,4480
0,13570,4472
0,13633,4472
0,13701,4464
0,13761,4456
0,13821,4456
0,13883,4448
0,13943,4448
0,14003,4440
0,14062,4432
0,14122,4432
0,14182,4424
0,14242,4416
0,14301,4416
0,14361,4416
0,14421,4408
0,14483,4408
0,14543,4400
0,14603,4400
0,14663,4400
0,14722,4392
0,14782,4392
0,14842,4376
0,14902,4376
0,14961,4384
0,15021,4376
0,15084,4376
0,15143,4376
0,15203,4368
0,15263,4368
0,15323,4368
0,15382,4360
0,15442,4360
0,15502,4360
0,15561,4368
0,15624,4368
0,15684,4376
