x,y,z
-1220.79,112.915,112.915
-1221.42,105.89,105.89
-1222.01,98.8624,98.8624
-1220.55,91.7983,91.7983
-1221.04,85.1269,85.1269
-1223.5,78.2293,78.2293
-1221.93,71.0737,71.0737
-1222.32,64.1607,64.1607
-1222.67,57.1286,57.1286
-1222.96,50.4461,50.4461
-1225.23,43.4811,43.4811
-1225.46,36.55,36.55
-1223.65,29.4518,29.4518
-1223.79,22.4125,22.4125
-1225.9,15.3976,15.3976
-1223.97,8.68393,8.68393
-1224,1.76018,1.76018
-1225.99,-5.28928,-5.28928
-1225.94,-12.3417,-12.3417
-1227.85,-19.0721,-19.0721
-1227.72,-26.017,-26.017
-1229.59,-31.8361,-31.8361
-1229.39,-38.7907,-38.7907
-1227.09,-47.1992,-47.1992
-1226.82,-53.7867,-53.7867
-1228.54,-60,-60
-1228.19,-66.7127,-66.7127
-1227.79,-73.6589,-73.6589
-1229.34,-80.8515,-80.8515
-1230.85,-88.0648,-88.0648
-1232.33,-95.1796,-95.1796
-1233.78,-102.078,-102.078
-1233.18,-109.173,-109.173
-1232.53,-116.265,-116.265
-1231.84,-123.353,-123.353
-1233.15,-130.175,-130.175
-1234.37,-137.488,-137.488
-1233.56,-144.586,-144.586
-1234.69,-151.924,-151.924
-1233.81,-158.905,-158.905
-1232.92,-165.645,-165.645
-1233.93,-173.013,-173.013
-1234.89,-180.397,-180.397
-1233.85,-187.379,-187.379
-1232.81,-194.119,-194.119
-1233.65,-201.53,-201.53
-1236.41,-209.291,-209.291
-1237.16,-216.745,-216.745
-1235.91,-223.739,-223.739
-1236.64,-230.857,-230.857
-1235.29,-237.967,-237.967
-1237.82,-245.848,-245.848
-1240.33,-253.647,-253.647
-1238.93,-260.421,-260.421
-1237.41,-267.544,-267.544
-1239.75,-275.525,-275.525
-1240.12,-282.979,-282.979
-1238.48,-290.108,-290.108
-1240.76,-297.805,-297.805
-1240.97,-305.415,-305.415
-1239.19,-312.549,-312.549
-1241.28,-320.553,-320.553
-1241.35,-328.2,-328.2
-1241.47,-335.5,-335.5
-1243.37,-343.702,-343.702
-1241.41,-350.729,-350.729
-1239.37,-357.865,-357.865
-1243.46,-365.256,-365.256
-1247.09,-374.126,-374.126
-1246.94,-381.521,-381.521
-1244.72,-388.688,-388.688
-1244.37,-396.448,-396.448
-1244.01,-404.099,-404.099
-1243.57,-411.877,-411.877
-1245.09,-419.945,-419.945
-1244.54,-427.75,-427.75
-1245.88,-436.105,-436.105
-1247.12,-444.608,-444.608
-1248.43,-452.78,-452.78
-1249.56,-461.34,-461.34
-1246.93,-468.4,-468.4
-1247.95,-476.993,-476.993
-1250.78,-486.339,-486.339
-1248.1,-493.167,-493.167
-1247.1,-501.083,-501.083
-1249.8,-510.398,-510.398
-1250.54,-519.113,-519.113
-1251.37,-527.493,-527.493
-1251.99,-536.257,-536.257
-1250.77,-544.128,-544.128
-1251.86,-551.611,-551.611
-1254.19,-561.134,-561.134
-1252.77,-569.166,-569.166
-1254.92,-578.877,-578.877
-1253.55,-586.573,-586.573
-1251.96,-594.633,-594.633
-1253.98,-604.31,-604.31
-1255.88,-614.149,-614.149
-1257.88,-623.668,-623.668
-1256.06,-631.792,-631.792
-1256.02,-640.705,-640.705
-1255.87,-649.757,-649.757
-1253.88,-657.9,-657.9
-1255.57,-667.559,-667.559
-1258.81,-678.446,-678.446
-1258.4,-687.594,-687.594
-1259.67,-697.729,-697.729
-1259.13,-706.922,-706.922
-1261.08,-715.67,-715.67
-1260.62,-724.544,-724.544
-1261.61,-734.803,-734.803
-1262.6,-744.977,-744.977
-1263.45,-755.306,-755.306
-1262.5,-764.634,-764.634
-1263.42,-774.658,-774.658
-1264.11,-784.957,-784.957
-1264.66,-795.41,-795.41
-1265.12,-805.895,-805.895
-1265.51,-816.412,-816.412
-1266.05,-826.596,-826.596
-1266.36,-837.053,-837.053
-1269.83,-849.886,-849.886
-1268.24,-859.42,-859.42
-1266.57,-868.964,-868.964
-1269.13,-879.34,-879.34
-1270.6,-891.22,-891.22
-1272.32,-902.658,-902.658
-1271.98,-913.461,-913.461
-1274.8,-926.643,-926.643
-1271.06,-935.146,-935.146
-1270.56,-945.904,-945.904
-1271.76,-957.645,-957.645
-1275.78,-972.219,-972.219
-1278.08,-985.648,-985.648
-1275.54,-995.445,-995.445
-1274.6,-1006.36,-1006.36
-1278.46,-1020.8,-1020.8
-1281.24,-1033.32,-1033.32
-1279.92,-1044.46,-1044.46
-1280.37,-1056.53,-1056.53
-1280.41,-1069.01,-1069.01
-1280.45,-1081.4,-1081.4
-1280.29,-1093.94,-1093.94
-1280.03,-1106.52,-1106.52
-1281.49,-1120.08,-1120.08
-1284.02,-1135.38,-1135.38
-1283.54,-1147.96,-1147.96
-1284.33,-1162.03,-1162.03
-1286.48,-1177.5,-1177.5
-1287.36,-1191.31,-1191.31
-1288.83,-1204.42,-1204.42
-1289.5,-1218.31,-1218.31
-1288.37,-1231.11,-1231.11
-1288.45,-1245.45,-1245.45
-1288.42,-1259.83,-1259.83
-1293.95,-1279.88,-1279.88
-1296.83,-1296.83,-1296.83
-1296.51,-1311.26,-1311.26
-1297.33,-1327.28,-1327.28
-1298.01,-1343.35,-1343.35
-1298.68,-1359.35,-1359.35
-1298.1,-1373.69,-1373.69
-1302.17,-1391.83,-1391.83
-1304.19,-1409.07,-1409.07
-1304.16,-1425.41,-1425.41
-1303.99,-1441.78,-1441.78
-1306.34,-1461.19,-1461.19
-1307.33,-1479.05,-1479.05
-1305.8,-1493.7,-1493.7
-1306.34,-1511.78,-1511.78
-1308.02,-1531.43,-1531.43
-1310.95,-1552.56,-1552.56
-1310.96,-1570.82,-1570.82
-1311.22,-1586.21,-1586.21
-1308.55,-1601.35,-1601.35
-1312.35,-1624.03,-1624.03
-1315.47,-1647.18,-1647.18
-1313.41,-1664.14,-1664.14
-1316.27,-1687.31,-1687.31
-1316.31,-1707.53,-1707.53
-1319.09,-1730.6,-1730.6
-1321.14,-1754.14,-1754.14
-1320.75,-1774.42,-1774.42
-1322.37,-1798.1,-1798.1
-1328.04,-1823.69,-1823.69
-1327.05,-1844.16,-1844.16
-1328,-1868.07,-1868.07
-1326.97,-1888.39,-1888.39
-1327.49,-1912.42,-1912.42
-1330.23,-1939.69,-1939.69
-1330.27,-1963.87,-1963.87
-1332.29,-1991.44,-1991.44
-1332.42,-2015.37,-2015.37
-1334.12,-2042.97,-2042.97
-1341.28,-2076.48,-2076.48
-1340.67,-2100.63,-2100.63
-1341.57,-2128.49,-2128.49
-1341.98,-2156.54,-2156.54
-1346.3,-2191.49,-2191.49
-1350.48,-2226.44,-2226.44
-1346.52,-2247.51,-2247.51
-1347.82,-2279.32,-2279.32
-1352.83,-2318.13,-2318.13
-1353.45,-2350.13,-2350.13
-1358.46,-2384.14,-2384.14
-1360.4,-2419.81,-2419.81
-1360.28,-2451.95,-2451.95
-1366.07,-2494.43,-2494.43
-1372.61,-2540.96,-2540.96
-1374.9,-2580.59,-2580.59
-1369.59,-2606.03,-2606.03
-1373.74,-2648.98,-2648.98
-1376.69,-2692.45,-2692.45
-1368.38,-2714.61,-2714.61
-1353.52,-2722.05,-2722.05
-1338.11,-2729.67,-2729.67
-1322.38,-2737.32,-2737.32
-1305.68,-2740.89,-2740.89
-1289.89,-2748.36,-2748.36
-1274.06,-2755.73,-2755.73
-1256.8,-2759.25,-2759.25
-1241.7,-2766.08,-2766.08
-1227.39,-2776.84,-2776.84
-1211.39,-2783.85,-2783.85
-1196.16,-2790.43,-2790.43
-1169.47,-2771.35,-2771.35
-1153.51,-2778.04,-2778.04
-1148.91,-2810.22,-2810.22
-1132.72,-2816.78,-2816.78
-1105,-2793.38,-2793.38
-1088.91,-2799.69,-2799.69
-1073.6,-2805.6,-2805.6
-1044.77,-2778.04,-2778.04
-1026.26,-2776.4,-2776.4
-1008.34,-2774.45,-2774.45
-991.021,-2776.43,-2776.43
-973.712,-2778.31,-2778.31
-949.398,-2757.12,-2757.12
-933.788,-2762.44,-2762.44
-917.881,-2767.77,-2767.77
-900.265,-2765.14,-2765.14
-887.994,-2781.7,-2781.7
-867.465,-2771.41,-2771.41
-844.471,-2753.41,-2753.41
-824.804,-2742.66,-2742.66
-813.533,-2762.71,-2762.71
-802.058,-2782.72,-2782.72
-780.584,-2763.89,-2763.89
-759.347,-2749.05,-2749.05
-743.52,-2753.38,-2753.38
-727.442,-2753.53,-2753.53
-710.59,-2753.8,-2753.8
-693.047,-2750.01,-2750.01
-676.262,-2750.07,-2750.07
-662.156,-2757.62,-2757.62
-646.284,-2761.38,-2761.38
-629.763,-2761.09,-2761.09
-613.797,-2760.59,-2760.59
-598.753,-2767.98,-2767.98
-582.82,-2771.38,-2771.38
